TRADE_ID,PRICE,QUANTITY,BUYER_ORDER_ID,SELLER_ORDER_ID,TRADE_TIME,IS_BUYER_MARKET_MAKER,TRADE_YEAR,TRADE_MONTH,TRADE_DAY,TRADE_HOUR,TRADE_MINUTE,TRADE_SECOND
3234644165,0.721423033853057,0.025645905937530532,22680783200,22680783095,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644166,0.721423033853057,0.02637567990098687,22680783200,22680783162,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644167,0.721423033853057,0.02653242354167345,22680783200,22680783166,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644168,0.721423033853057,0.025645905937530532,22680783200,22680783095,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644169,0.721423033853057,0.02637567990098687,22680783200,22680783162,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644170,0.721423033853057,0.02653242354167345,22680783200,22680783166,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644171,0.721423033853057,0.025645905937530532,22680783200,22680783095,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644172,0.721423033853057,0.02637567990098687,22680783200,22680783162,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644173,0.721423033853057,0.02653242354167345,22680783200,22680783166,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644174,0.721423033853057,0.025645905937530532,22680783200,22680783095,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644175,0.721423033853057,0.02637567990098687,22680783200,22680783162,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644176,0.721423033853057,0.02653242354167345,22680783200,22680783166,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644177,0.721423033853057,0.02223724066052177,22680783200,22680783095,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644178,0.721423033853057,0.0034056118294629187,22680783201,22680783095,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644179,0.721423033853057,0.0230453864443214,22680783201,22680783162,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644180,0.721423033853057,0.003321133114027945,22680783202,22680783162,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644181,0.721423033853057,0.02652529883073315,22680783202,22680783166,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644182,0.7218537341717877,2.4427580366739406e-05,22680783202,22680774450,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644183,0.7220260142992743,3.562355470149496e-05,22680783202,22680774370,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644184,0.7221982944267609,3.257010715565254e-05,22680783202,22680774358,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644185,0.7223705745542475,2.137413282089698e-05,22680783202,22680774337,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644186,0.7226289947454916,3.562355470149496e-05,22680783202,22680774041,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644187,0.7232319751916805,3.257010715565254e-05,22680783202,22680774291,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644188,0.7232319751916805,2.4427580366739406e-05,22680783202,22680774307,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644189,0.7232319751916805,3.562355470149496e-05,22680783202,22680774312,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644190,0.7238349556378978,3.562355470149496e-05,22680783202,22680774049,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644191,0.7242656559566001,3.257010715565254e-05,22680783202,22680774040,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644192,0.7242656559566001,0.02643165977266065,22680783202,22680777300,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644193,0.7242656559566001,0.04786482591277724,22680783209,22680777300,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644194,0.7242656559566001,0.02738026414356903,22680783225,22680777300,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644195,0.7242656559566001,7.226492525160408e-05,22680783225,22680778365,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644196,0.7243517960203292,6.31045826140768e-05,22680783225,22680773753,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644197,0.7243517960203292,9.872813731557176e-05,22680783225,22680781508,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644198,0.7244379360840867,3.562355470149496e-05,22680783225,22680774026,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644199,0.7246102162116017,2.4427580366739406e-05,22680783225,22680774032,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644200,0.725040916530304,3.562355470149496e-05,22680783232,22680773046,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644201,0.7252993367215197,3.257010715565254e-05,22680783232,22680773461,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644202,0.7254716168490063,2.137413282089698e-05,22680783232,22680774051,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644203,0.7256438969764929,3.562355470149496e-05,22680783232,22680772928,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644204,0.7259884572314945,2.4427580366739406e-05,22680783232,22680773094,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644205,0.7262468774227102,3.562355470149496e-05,22680783232,22680772918,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644206,0.7263330174864677,3.257010715565254e-05,22680783232,22680772880,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644207,0.7268498578688991,3.562355470149496e-05,22680783232,22680772913,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644208,0.7273666982513873,3.257010715565254e-05,22680783232,22680772776,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644209,0.7273666982513873,2.4427580366739406e-05,22680783232,22680772889,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644210,0.7274528383151164,3.562355470149496e-05,22680783232,22680772887,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644211,0.7280558187613053,3.562355470149496e-05,22680783232,22680772870,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644212,0.7284003790163069,3.257010715565254e-05,22680783232,22680772764,2023-10-10 12:39:53,0,2023,10,10,12,39,53
3234644213,0.7285726591437935,2.137413282089698e-05,22680783232,22680772911,2023-10-10 12:39:53,0,2023,10,10,12,39,53
