Date,Actual Prices,Predicted Prices
2023-10-10 12:52:31,0.43380135,0.3014206
2023-10-10 12:46:27,0.82763374,0.67603236
2023-10-10 12:47:44,0.55103797,0.30171788
2023-10-10 12:58:19,0.008097166,0.3180189
2023-10-10 12:58:04,0.01343785,0.3177123
2023-10-10 12:44:27,0.95684385,0.7816065
2023-10-10 12:49:47,0.50150746,0.2930531
2023-10-10 12:49:24,0.5520717,0.2923298
2023-10-10 12:48:53,0.5299337,0.30398634
2023-10-10 12:56:21,0.124127835,0.3123631
2023-10-10 12:58:11,0.0,0.31794485
2023-10-10 12:56:22,0.124127835,0.31239742
2023-10-10 12:55:23,0.2653114,0.30871546
2023-10-10 12:57:17,0.047893874,0.32876357
2023-10-10 12:51:14,0.3945215,0.29831433
2023-10-10 12:48:59,0.48367646,0.3654839
2023-10-10 12:49:17,0.5405289,0.32168323
2023-10-10 12:53:24,0.3934878,0.30247888
2023-10-10 12:44:27,0.9423723,0.77546227
2023-10-10 12:40:02,0.7622534,0.8815876
2023-10-10 12:50:12,0.5192523,0.29587466
2023-10-10 12:42:55,0.8841416,0.30759636
2023-10-10 12:56:04,0.22809888,0.31055653
2023-10-10 12:56:17,0.16022052,0.31226373
2023-10-10 12:50:24,0.53871995,0.2963356
2023-10-10 12:54:39,0.24170902,0.3068198
2023-10-10 12:56:31,0.14299251,0.31314647
2023-10-10 12:52:09,0.4792833,0.30084604
2023-10-10 12:58:56,0.21560858,0.32025886
2023-10-10 12:57:10,0.102334395,0.3271563
2023-10-10 13:00:00,0.19131708,0.32132208
2023-10-10 12:42:55,0.8614868,0.74535143
2023-10-10 12:58:26,0.09010251,0.31869182
2023-10-10 12:54:50,0.25910932,0.30715346
2023-10-10 12:50:12,0.48815575,0.295819
2023-10-10 12:42:14,0.8705315,0.8484824
2023-10-10 12:52:10,0.4536997,0.3010173
2023-10-10 12:52:22,0.44327676,0.3012996
2023-10-10 12:58:19,0.017744852,0.31808737
2023-10-10 12:58:17,0.0,0.339029
2023-10-10 12:52:00,0.44327676,0.30042094
2023-10-10 12:52:51,0.39676112,0.30187652
2023-10-10 12:59:37,0.16194332,0.33063376
2023-10-10 12:55:06,0.29459903,0.3080687
2023-10-10 12:51:39,0.41588423,0.2996231
2023-10-10 12:39:45,0.7213369,0.88335866
2023-10-10 12:54:37,0.38521835,0.3051273
2023-10-10 12:56:34,0.18244466,0.31335473
2023-10-10 12:55:17,0.29701093,0.30843866
2023-10-10 12:46:00,0.8363339,0.6946285
2023-10-10 12:58:56,0.20639159,0.3197219
2023-10-10 12:42:17,0.85347575,0.8471262
2023-10-10 12:54:37,0.3026962,0.30619454
2023-10-10 12:45:01,0.8836248,0.726535
2023-10-10 12:47:22,0.66706866,0.58172464
2023-10-10 12:56:35,0.2010509,0.31349814
2023-10-10 12:55:50,0.30045655,0.30963966
2023-10-10 12:47:42,0.6007408,0.66848105
2023-10-10 12:59:00,0.15040055,0.32030553
2023-10-10 12:44:07,0.97346884,0.79390806
2023-10-10 12:58:04,0.006546645,0.31778252
2023-10-10 12:56:34,0.18244466,0.3191906
2023-10-10 12:55:54,0.25730038,0.32236055
2023-10-10 12:56:00,0.24808338,0.31039488
2023-10-10 12:42:17,0.8704454,0.8488229
2023-10-10 12:43:44,0.9982772,0.8086111
2023-10-10 12:44:55,0.90593505,0.7549009
2023-10-10 12:49:59,0.47377035,0.29339164
2023-10-10 12:54:22,0.39986217,0.30479318
2023-10-10 12:48:51,0.5324317,0.37884572
2023-10-10 12:56:35,0.2001895,0.3134935
2023-10-10 12:47:57,0.58015335,0.4722571
2023-10-10 12:51:20,0.40365234,0.29875526
2023-10-10 12:54:22,0.39822552,0.30481616
2023-10-10 12:53:44,0.4295805,0.30322358
2023-10-10 12:52:51,0.39460763,0.30186287
2023-10-10 12:50:47,0.46886036,0.29693142
2023-10-10 12:46:47,0.7142734,0.6269787
2023-10-10 12:46:01,0.83624774,0.6892488
2023-10-10 12:58:56,0.17796537,0.3198067
2023-10-10 12:42:37,0.86140066,0.5844854
2023-10-10 12:54:45,0.23809114,0.31394783
2023-10-10 12:49:25,0.5742958,0.3101467
2023-10-10 12:49:31,0.60384184,0.29343507
2023-10-10 12:48:01,0.5556896,0.3898585
2023-10-10 12:42:55,0.8694978,0.6202467
2023-10-10 12:59:49,0.1681454,0.32115892
2023-10-10 12:54:15,0.37772417,0.30425492
2023-10-10 12:47:22,0.66706866,0.40955707
2023-10-10 12:48:59,0.50133514,0.3767154
2023-10-10 12:54:37,0.35248515,0.30550447
2023-10-10 12:54:45,0.23809114,0.31211805
2023-10-10 12:51:26,0.41597036,0.3005253
2023-10-10 12:55:06,0.3042467,0.30814025
2023-10-10 12:56:04,0.21405806,0.32393903
2023-10-10 12:42:59,0.88793176,0.8277211
2023-10-10 12:52:59,0.3988285,0.3019939
2023-10-10 12:49:25,0.5537083,0.31272924
2023-10-10 12:42:17,0.83779824,0.8452366
2023-10-10 12:56:04,0.22249979,0.32383233
2023-10-10 12:58:56,0.19209234,0.31980306
2023-10-10 12:58:17,0.0074941856,0.3181826
2023-10-10 12:43:45,0.99982774,0.7569983
2023-10-10 12:39:53,0.7411491,0.8840586
2023-10-10 12:54:37,0.30338532,0.3191308
2023-10-10 12:54:39,0.24670514,0.30668592
2023-10-10 12:55:23,0.27271944,0.30866477
2023-10-10 12:50:12,0.46481177,0.29558218
2023-10-10 12:42:17,0.8582996,0.84763175
2023-10-10 12:53:25,0.4201051,0.30276328
2023-10-10 12:47:56,0.5964338,0.4643459
2023-10-10 12:56:35,0.20044793,0.31349626
2023-10-10 12:55:28,0.2661728,0.30876374
2023-10-10 12:49:47,0.57550174,0.29262713
2023-10-10 12:45:01,0.8926695,0.731997
2023-10-10 12:55:12,0.31527263,0.30835953
2023-10-10 12:47:00,0.7142734,0.60787237
2023-10-10 12:57:41,0.04151951,0.3222941
2023-10-10 12:57:21,0.06641399,0.31667456
2023-10-10 12:57:05,0.14979757,0.3145961
2023-10-10 12:44:37,0.9332414,0.7673058
2023-10-10 12:57:17,0.057541564,0.3154924
2023-10-10 12:56:00,0.24808338,0.3104285
2023-10-10 12:51:25,0.3857352,0.29884258
2023-10-10 12:54:53,0.2760789,0.30732766
2023-10-10 12:54:03,0.38125592,0.30421323
2023-10-10 12:49:14,0.5388922,0.29288796
2023-10-10 12:44:07,0.9933672,0.8001672
2023-10-10 12:55:14,0.29701093,0.3123425
2023-10-10 12:40:03,0.7622534,0.88214093
2023-10-10 12:48:53,0.5226979,0.39960957
2023-10-10 12:50:37,0.5097769,0.29698235
2023-10-10 12:49:15,0.5388922,0.322994
2023-10-10 12:57:19,0.085192524,0.31725606
2023-10-10 12:47:42,0.61245584,0.30098978
2023-10-10 12:42:41,0.8614868,0.83529174
2023-10-10 12:44:07,0.9857007,0.43429545
2023-10-10 12:54:58,0.2696184,0.30750707
2023-10-10 12:41:05,0.76251185,0.87535906
2023-10-10 12:51:50,0.4252735,0.30372423
2023-10-10 12:46:47,0.71582395,0.62719315
2023-10-10 12:58:56,0.21087088,0.31970593
2023-10-10 12:54:58,0.27254716,0.3074889
2023-10-10 12:49:00,0.4837626,0.356388
2023-10-10 12:42:23,0.81161165,0.31128895
2023-10-10 12:42:35,0.8348695,0.8392705
2023-10-10 12:55:28,0.2631579,0.30874273
2023-10-10 12:42:00,0.8705315,0.8511905
2023-10-10 12:53:55,0.40761477,0.31470543
2023-10-10 12:54:37,0.31251615,0.30588615
2023-10-10 12:57:10,0.07356361,0.3151946
2023-10-10 12:58:00,0.038935307,0.3173861
2023-10-10 12:58:04,0.017314153,0.3211313
2023-10-10 12:58:56,0.15798087,0.3199987
2023-10-10 12:45:49,0.8363339,0.6387349
2023-10-10 12:54:40,0.23817727,0.3092704
2023-10-10 12:55:50,0.2975278,0.3096615
2023-10-10 12:57:10,0.111292966,0.31492057
2023-10-10 12:41:42,0.8705315,0.82313776
2023-10-10 12:47:02,0.7142734,0.6041335
2023-10-10 12:58:56,0.15487984,0.32000422
2023-10-10 12:51:11,0.39968988,0.29805222
2023-10-10 12:53:24,0.40072358,0.30260158
2023-10-10 12:57:05,0.15040055,0.31459352
2023-10-10 12:56:35,0.20225687,0.31350535
2023-10-10 12:56:31,0.12989922,0.3130814
2023-10-10 12:39:53,0.726333,0.8844342
2023-10-10 12:49:11,0.53630805,0.32430008
2023-10-10 12:57:05,0.13713498,0.31470448
2023-10-10 12:42:17,0.8593333,0.8184958
2023-10-10 12:55:13,0.30372986,0.30841005
2023-10-10 12:48:59,0.5046085,0.30387
2023-10-10 12:48:51,0.5426824,0.41697222
2023-10-10 12:42:37,0.86140066,0.8140555
2023-10-10 12:57:05,0.12386941,0.31481194
2023-10-10 12:47:44,0.58876735,0.52304244
2023-10-10 12:49:51,0.47377035,0.29438126
2023-10-10 12:56:35,0.21156,0.31357026
2023-10-10 12:58:19,0.034025326,0.3181873
2023-10-10 12:48:19,0.5650788,0.45040968
2023-10-10 12:47:42,0.6594883,0.55847025
2023-10-10 12:59:06,0.17469205,0.3206372
2023-10-10 12:52:59,0.3988285,0.30210435
2023-10-10 12:46:59,0.7143595,0.6270666
2023-10-10 12:46:11,0.8359893,0.5563124
2023-10-10 12:51:14,0.40623653,0.29840583
2023-10-10 12:39:53,0.72142303,0.7320239
2023-10-10 12:42:08,0.8705315,0.85156304
2023-10-10 12:49:25,0.57851666,0.30929005
2023-10-10 12:40:52,0.7622534,0.87803584
2023-10-10 12:41:16,0.8232406,0.832591
2023-10-10 12:50:06,0.4016711,0.29532966
2023-10-10 12:48:34,0.5836851,0.42751762
2023-10-10 12:46:47,0.73873717,0.6360868
2023-10-10 12:48:59,0.50512534,0.38092604
2023-10-10 12:53:51,0.40761477,0.31115988
2023-10-10 12:50:39,0.4844517,0.2969222
2023-10-10 12:48:53,0.52812475,0.30298397
2023-10-10 12:53:33,0.42449823,0.3028038
2023-10-10 12:46:32,0.81212854,0.66151875
2023-10-10 12:45:47,0.8619175,0.7107347
2023-10-10 12:53:24,0.40623653,0.3026365
2023-10-10 12:41:20,0.82763374,0.8304395
2023-10-10 12:44:37,0.93005425,0.7662768
2023-10-10 12:41:00,0.7621673,0.87412935
2023-10-10 12:40:48,0.7455422,0.8785042
2023-10-10 12:59:06,0.1595314,0.32057175
2023-10-10 12:54:00,0.39460763,0.30385318
2023-10-10 12:56:10,0.2076837,0.32454023
2023-10-10 12:58:56,0.20225687,0.31974244
2023-10-10 12:57:17,0.06960117,0.31537348
2023-10-10 12:50:37,0.5025411,0.29680005
2023-10-10 12:47:59,0.5556034,0.46604022
2023-10-10 12:44:29,0.93461967,0.2927323
2023-10-10 12:54:37,0.3219054,0.31933758
2023-10-10 12:56:10,0.12386941,0.31180036
2023-10-10 12:39:53,0.7455422,0.88391536
2023-10-10 12:48:59,0.4962529,0.30424255
2023-10-10 12:57:05,0.15884228,0.3145345
2023-10-10 12:56:30,0.1040572,0.31340095
2023-10-10 12:58:05,0.0,0.31842878
2023-10-10 12:47:44,0.5697304,0.30118838
2023-10-10 12:56:52,0.16099578,0.31415567
2023-10-10 12:46:59,0.7143595,0.6271013
2023-10-10 12:51:28,0.41597036,0.30237478
2023-10-10 13:00:00,0.19441812,0.32188705
2023-10-10 12:54:15,0.37772417,0.30423045
2023-10-10 12:52:00,0.44310448,0.30041814
2023-10-10 12:40:20,0.72684985,0.8804724
2023-10-10 12:47:02,0.7143595,0.6122174
2023-10-10 12:51:38,0.41123265,0.29960474
2023-10-10 12:51:14,0.40348005,0.298381
2023-10-10 12:52:59,0.39874235,0.30222288
2023-10-10 12:50:34,0.5308812,0.29660767
2023-10-10 12:43:26,0.893014,0.82345307
2023-10-10 12:56:31,0.13196658,0.31309193
2023-10-10 12:48:00,0.5556034,0.44813743
2023-10-10 12:56:00,0.24808338,0.3683063
2023-10-10 12:54:39,0.24558532,0.32023987
2023-10-10 12:57:28,0.06650013,0.31763244
2023-10-10 12:41:00,0.7622534,0.87556994
2023-10-10 12:56:04,0.21379964,0.31097314
2023-10-10 12:53:52,0.40770093,0.30470112
2023-10-10 12:59:03,0.14953916,0.32038367
2023-10-10 12:58:19,0.032216385,0.31817144
2023-10-10 12:55:54,0.2532518,0.30998614
2023-10-10 12:41:13,0.80592644,0.8707263
2023-10-10 12:56:01,0.24170902,0.31039456
2023-10-10 12:50:06,0.43147558,0.3081051
2023-10-10 12:56:04,0.22465329,0.31319568
2023-10-10 12:40:45,0.74080455,0.8768529
2023-10-10 12:52:33,0.41510898,0.30156294
2023-10-10 12:57:29,0.061159447,0.31631243
2023-10-10 12:46:40,0.79903525,0.65473473
2023-10-10 12:57:18,0.055646483,0.31575543
2023-10-10 12:54:08,0.3797054,0.30749825
2023-10-10 12:49:47,0.57851666,0.2926092
2023-10-10 12:49:43,0.62856406,0.29238272
2023-10-10 12:53:44,0.43862522,0.30315822
2023-10-10 12:49:47,0.4813507,0.29968354
2023-10-10 12:57:59,0.04126109,0.31720924
2023-10-10 12:55:39,0.2986476,0.3091675
2023-10-10 12:46:44,0.76320094,0.6478721
2023-10-10 12:50:00,0.45068482,0.2938794
2023-10-10 12:49:47,0.52597123,0.29456687
2023-10-10 12:50:00,0.4370747,0.29536185
2023-10-10 12:59:06,0.15574123,0.32056013
2023-10-10 12:50:07,0.4401757,0.29499343
2023-10-10 12:50:17,0.5097769,0.29609752
2023-10-10 12:58:56,0.20587476,0.3197249
2023-10-10 12:58:20,0.06779223,0.31841958
2023-10-10 12:47:44,0.58756137,0.5224199
2023-10-10 12:54:40,0.23817727,0.31370813
2023-10-10 12:52:21,0.45654234,0.3012062
2023-10-10 12:57:13,0.069687314,0.31512418
2023-10-10 12:43:37,0.96097857,0.81601286
2023-10-10 12:58:00,0.039021447,0.31728536
2023-10-10 12:57:19,0.078215174,0.315991
2023-10-10 12:44:37,0.9196313,0.7628132
2023-10-10 12:49:07,0.53294855,0.29409313
2023-10-10 12:47:12,0.7003187,0.5968939
2023-10-10 12:44:25,0.95994484,0.7839445
2023-10-10 12:47:44,0.57972264,0.5177315
2023-10-10 12:50:06,0.39701957,0.30803674
2023-10-10 12:50:00,0.46481177,0.29370463
2023-10-10 12:53:24,0.40175727,0.30260545
2023-10-10 12:51:20,0.40546128,0.29874387
2023-10-10 12:40:45,0.7316737,0.8789953
2023-10-10 12:51:21,0.38676888,0.29911184
2023-10-10 12:47:44,0.5658541,0.30184084
2023-10-10 12:55:00,0.26496685,0.30784827
2023-10-10 12:56:11,0.12386941,0.31651217
2023-10-10 12:54:27,0.3971057,0.30510828
2023-10-10 12:50:37,0.51037985,0.29696938
2023-10-10 12:51:35,0.4108881,0.29976034
2023-10-10 12:59:33,0.16194332,0.33251578
2023-10-10 12:54:37,0.26031527,0.30639422
2023-10-10 12:44:27,0.95236456,0.779629
2023-10-10 12:47:13,0.6852442,0.58964026
2023-10-10 12:49:48,0.4749763,0.30596435
2023-10-10 12:50:34,0.5441468,0.29653823
2023-10-10 12:56:10,0.12119907,0.3125437
2023-10-10 12:49:07,0.50684816,0.3463172
2023-10-10 12:47:42,0.6122836,0.3008072
2023-10-10 12:41:13,0.82315445,0.8164139
2023-10-10 12:57:30,0.05478508,0.3175677
2023-10-10 12:52:33,0.40752864,0.30163625
2023-10-10 12:49:59,0.47368422,0.29339436
2023-10-10 12:56:04,0.21784823,0.31086695
2023-10-10 12:57:32,0.05478508,0.31627283
2023-10-10 12:52:51,0.39142045,0.30183813
2023-10-10 12:58:00,0.039021447,0.31725156
2023-10-10 12:57:17,0.069515035,0.32745767
2023-10-10 12:47:12,0.7015247,0.5972869
2023-10-10 12:50:34,0.52261174,0.29665038
2023-10-10 12:58:02,0.033508483,0.3299514
2023-10-10 12:58:22,0.07390817,0.31929782
2023-10-10 12:49:33,0.61047465,0.30274022
2023-10-10 12:41:31,0.83133775,0.86305773
2023-10-10 12:39:53,0.7389095,0.8841044
2023-10-10 12:59:06,0.17124645,0.32062566
2023-10-10 12:47:44,0.59238523,0.52524006
2023-10-10 12:56:04,0.2167284,0.31084955
2023-10-10 12:50:56,0.448962,0.29725495
2023-10-10 12:46:21,0.83349127,0.6752833
2023-10-10 12:40:12,0.74898785,0.8812216
2023-10-10 12:55:47,0.31897667,0.31492776
2023-10-10 12:59:05,0.12490309,0.320475
2023-10-10 12:57:59,0.043070033,0.31705865
2023-10-10 12:39:50,0.72142303,0.8815481
2023-10-10 12:43:36,0.95684385,0.8157989
2023-10-10 12:50:08,0.45249376,0.29521796
2023-10-10 12:43:44,0.9885434,0.8021052
2023-10-10 12:58:59,0.15040055,0.3200842
2023-10-10 12:46:47,0.7542424,0.6433402
2023-10-10 12:49:47,0.6098716,0.2924006
2023-10-10 12:54:15,0.3883194,0.30458865
2023-10-10 12:50:34,0.53380996,0.29672486
2023-10-10 12:57:31,0.05469894,0.31969923
2023-10-10 12:53:00,0.39874235,0.30263332
2023-10-10 12:54:35,0.39228186,0.31065598
2023-10-10 12:48:59,0.50193816,0.30434805
2023-10-10 12:50:06,0.414506,0.2948773
2023-10-10 12:52:00,0.4420708,0.30041236
2023-10-10 12:57:59,0.045481954,0.31704435
2023-10-10 12:56:35,0.18778534,0.3134086
2023-10-10 12:58:11,8.614006e-05,0.31789213
2023-10-10 12:47:42,0.64484453,0.29603854
2023-10-10 12:52:33,0.4241537,0.30149513
2023-10-10 12:42:25,0.8221208,0.6660352
2023-10-10 12:54:37,0.36609527,0.31787965
2023-10-10 12:43:59,1.0,0.80703956
2023-10-10 12:46:47,0.76320094,0.46779963
2023-10-10 12:51:33,0.41037127,0.29950452
2023-10-10 12:53:15,0.39004222,0.30338672
2023-10-10 12:56:35,0.18356447,0.3133766
2023-10-10 12:56:43,0.20010337,0.3139879
2023-10-10 12:54:37,0.25342408,0.31967562
2023-10-10 12:51:11,0.39030063,0.3115093
2023-10-10 12:55:39,0.3065725,0.31032503
2023-10-10 12:56:31,0.12507537,0.31306428
2023-10-10 12:40:12,0.7480403,0.88120025
2023-10-10 12:56:35,0.18244466,0.3136714
2023-10-10 12:49:00,0.48367646,0.353059
2023-10-10 12:47:44,0.5599104,0.5016183
2023-10-10 12:51:11,0.38711345,0.31095332
2023-10-10 12:43:33,0.9167887,0.8196812
2023-10-10 12:55:41,0.31699544,0.30930805
2023-10-10 12:55:28,0.26436386,0.3087544
2023-10-10 12:56:28,0.086829185,0.3251559
2023-10-10 12:55:49,0.3138944,0.309541
2023-10-10 12:53:44,0.42777157,0.30323532
2023-10-10 12:42:17,0.87027305,0.8484758
2023-10-10 12:54:37,0.29597726,0.3185704
2023-10-10 12:54:50,0.23817727,0.30739713
2023-10-10 12:58:04,0.017658712,0.33025175
2023-10-10 12:51:26,0.39943147,0.2989466
2023-10-10 12:55:59,0.24816953,0.3101296
2023-10-10 12:55:50,0.29597726,0.30967128
2023-10-10 12:44:07,0.9969851,0.80041456
2023-10-10 12:44:19,0.96201223,0.78384227
2023-10-10 12:55:28,0.27668187,0.30886555
2023-10-10 12:51:00,0.44413817,0.2976704
2023-10-10 12:56:50,0.16099578,0.31404173
2023-10-10 12:54:50,0.23817727,0.33745524
2023-10-10 12:55:59,0.24808338,0.31011018
2023-10-10 12:51:14,0.41614264,0.29902506
2023-10-10 12:50:16,0.53630805,0.29611978
2023-10-10 12:50:06,0.42691016,0.2972043
2023-10-10 12:51:26,0.414506,0.29905775
2023-10-10 12:50:10,0.41743475,0.30012465
2023-10-10 12:57:05,0.13920234,0.31468436
2023-10-10 12:42:55,0.8694978,0.3235246
2023-10-10 12:52:51,0.38564906,0.30199787
2023-10-10 12:50:06,0.40968215,0.2945297
2023-10-10 12:53:55,0.40761477,0.317023
2023-10-10 12:57:10,0.112326644,0.3149051
2023-10-10 12:51:14,0.3897838,0.2982809
2023-10-10 12:59:49,0.18054958,0.32118407
2023-10-10 12:58:32,0.14979757,0.32148796
2023-10-10 12:43:33,0.95555174,0.736807
2023-10-10 12:48:53,0.52562666,0.303733
2023-10-10 12:54:37,0.3006288,0.30610332
2023-10-10 12:49:11,0.5388061,0.31377923
2023-10-10 12:56:29,0.1040572,0.31343475
2023-10-10 12:57:48,0.07390817,0.3189845
2023-10-10 12:57:05,0.13239728,0.31474933
2023-10-10 12:51:31,0.3988285,0.299428
2023-10-10 12:48:22,0.5712809,0.44747213
2023-10-10 12:55:28,0.27978292,0.30889216
2023-10-10 12:48:38,0.5520717,0.29610774
2023-10-10 12:57:53,0.07390817,0.31901965
2023-10-10 12:56:01,0.2298217,0.32292005
2023-10-10 12:58:04,0.0058575245,0.33096102
2023-10-10 12:57:39,0.046171073,0.31646463
2023-10-10 12:56:04,0.22465329,0.3231104
2023-10-10 12:44:07,0.9999139,0.7950728
2023-10-10 12:40:15,0.74597293,0.8763127
2023-10-10 12:44:37,0.93014044,0.766095
2023-10-10 12:47:47,0.5599104,0.4942613
2023-10-10 12:51:30,0.40847617,0.29933825
2023-10-10 12:56:04,0.22430873,0.3107897
2023-10-10 12:44:55,0.912051,0.75742394
2023-10-10 12:48:59,0.5025411,0.37898234
2023-10-10 12:47:44,0.5954863,0.48455462
2023-10-10 12:50:59,0.44413817,0.29746878
2023-10-10 12:54:37,0.31079334,0.31952655
2023-10-10 12:40:59,0.7621673,0.8770554
2023-10-10 12:55:23,0.2746145,0.30864924
2023-10-10 12:42:29,0.83383584,0.8345418
2023-10-10 12:51:11,0.39521062,0.298121
2023-10-10 12:50:10,0.42036352,0.29813227
2023-10-10 12:55:54,0.25910932,0.30991215
2023-10-10 12:56:43,0.16289087,0.31394193
2023-10-10 12:49:25,0.5520717,0.29783237
2023-10-10 12:49:25,0.55680937,0.3121311
2023-10-10 12:57:10,0.09432337,0.31502733
2023-10-10 12:53:44,0.440348,0.30960703
2023-10-10 12:43:55,0.9999139,0.7524895
2023-10-10 12:58:17,8.614006e-05,0.32482818
2023-10-10 12:42:15,0.8705315,0.29678458
2023-10-10 12:58:02,0.032388665,0.33070502
2023-10-10 12:44:55,0.9103282,0.7565729
2023-10-10 12:42:23,0.81367904,0.8433229
2023-10-10 12:59:26,0.16185717,0.32251528
2023-10-10 12:52:04,0.48307347,0.3012958
2023-10-10 12:54:08,0.3797054,0.30428785
2023-10-10 12:55:41,0.3180291,0.30930358
2023-10-10 12:55:06,0.30536652,0.30815202
2023-10-10 12:43:32,0.90102506,0.8224133
2023-10-10 12:55:52,0.2921871,0.3097178
2023-10-10 12:54:37,0.2765096,0.3065323
2023-10-10 12:57:19,0.077181496,0.31599295
2023-10-10 12:43:20,0.8929279,0.82114637
2023-10-10 12:57:45,0.06977345,0.3168957
2023-10-10 12:50:56,0.46153846,0.29714978
2023-10-10 12:50:06,0.42940822,0.29532078
2023-10-10 12:44:27,0.9409079,0.7747856
2023-10-10 12:46:11,0.8359893,0.31297842
2023-10-10 12:58:04,0.01309329,0.31771037
2023-10-10 12:55:35,0.28598502,0.30899447
2023-10-10 12:47:44,0.5605995,0.3017573
2023-10-10 12:54:08,0.3779826,0.3043159
2023-10-10 12:48:00,0.5556034,0.45153406
2023-10-10 12:58:59,0.15040055,0.32004577
2023-10-10 12:54:37,0.3538634,0.30638587
2023-10-10 12:50:56,0.44620553,0.2972803
2023-10-10 12:50:37,0.49995694,0.296812
